航司,产品名称,航线,订座舱位,上浮价格,前返计算方式,前返计算值,后返计算方式,后返计算值,定额代理费,运价标识,票证类型,出票OFFICE,备注,有效截止日期,创建人,创建时间
FU福州,高舱高返产品,所有航线,H/K/L/M/X/V/N/A/U/T,600,固定值,,,300,,GFFA,BSP/GP,KMG319/KMG279/CTU152,,有效,,
FU福州,高舱高返产品,所有航线,H/K/L/M/X/V/N/A/U/T,900,固定值,,,450,,GFFA,BSP/GP,KMG319/KMG279/CTU152,,有效,,
FU福州,高舱高返产品,所有航线,W舱,240,固定值,,,100,,GFFB,BSP/GP,KMG319/KMG279/CTU152,"产品权益：
⑴餐食（计划飞行时间≥1小时40分钟航段提供，部分特殊航段不适用，具体以销售界面提示为准)、饮品。
⑵经济舱前三排座位。
⑷前舱隔帘独立空间（部分机型，公务舱机型除外）。
⑸客票变更手续费优惠。",有效,,
FU福州,高舱高返产品,所有航线,,300,固定值,,,150,,GFFC,BSP/GP,KMG319/KMG279/CTU152,,有效,,
FU福州,高舱高返产品,所有航线,,400,固定值,,,200,,,BSP/GP,KMG319/KMG279/CTU152,,有效,,
FU福州,高舱高返产品,所有航线,,600,固定值,,,300,,,BSP/GP,KMG319/KMG279/CTU152,,有效,,
FU福州,高舱高返产品,所有航线,,900,固定值,,,450,,,BSP/GP,KMG319/KMG279/CTU152,,有效,,
FU福州,2、机+X类溢价,所有航线（优享积分）,外放舱位：标识 FJFA,60,固定值,,,10,,FJFA,BSP/GP,KMG319/KMG279/CTU152,额外400消费积分,有效,,
FU福州,2、机+X类溢价,所有航线（优享积分）,外放舱位：标识  FJFB,120,固定值,,,20,,FJFB,BSP/GP,KMG319/KMG279/CTU152,额外800消费积分,有效,,
FU福州,2、机+X类溢价,所有航线（优享积分）,外放舱位：标识  FJFC,180,固定值,,,30,,FJFC,BSP/GP,KMG319/KMG279/CTU152,额外1200消费积分,有效,,
FU福州,2、机+X类溢价,所有航线  哈尔滨通达,外放舱位：标识 HRBTD,300,固定值,,,180,,HRBTD,BSP/GP,KMG319/KMG279/CTU152,哈尔滨进出港接送机,有效,,
FU福州,3、传统溢价,超值经济舱,订:W舱   ZUNX,130,固定值,,,15,,ZUNX,BSP/GP,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间&gt;100分钟)
3.退改手续费优惠",有效,,
FU福州,悦享经济舱,福州航空国内自营航班（代码共享航班除外）,W舱,,固定值,,,15,,ZUNX,BSP/GP,KMG319/KMG279/CTU152,"如：WN170---W(定座舱位)+N（定座时经济舱即时开放最低舱位）+170（固定上浮金额170元）。
㈢ W舱代理费
前返代理费：15元/张、增值服务 20KG托运行李额
 大规格手提行李（20*40*55cm）
 经济舱前三排座位
 前舱隔帘独立空间
 客票变更手续费优惠
客舱服务 餐食、饮品",有效,,
FU福州,舒享经济舱,福州航空国内自营航班（代码共享航班除外）,R舱,,固定值,,,15,,FUSW,BSP/GP,KMG319/KMG279/CTU152,"“票价级别/客票类别”（FARE BASIS）栏由系统自动生成：C+定座时经济舱即时开放最低舱位+固定上浮金额+FUSW。
如：CN170FUSW---C（固定格式）+N（定座时经济舱即时开放最低舱位）+170（固定上浮金额170元）+FUSW。
㈢ R舱代理费
前返代理费：15元/张，采用净结方式结算、增值服务 30KG托运行李额
 大规格手提行李（20*40*55cm）
 经济舱前三排座位
 前舱隔帘独立空间
 客票变更手续费优惠",有效,,
FU福州,优享积分,福州航空国内自营航班（代码共享航班除外）,H/K/L/M/X/V/N/Q/A/U/T/Z,80,固定值,,,20,,FJFA,BSP/GP,KMG319/KMG279/CTU152,"适用航班日期及对应适用舱位：
1.航班日期2026年1月16日-2026年3月28日（含）：H/K/L/M/X/V/N/Q/A/U/T/Z舱，其中H/K/L/M/X/V/N为可累计积分舱位；Q/A/U/T/Z舱位为不可累计积分舱位，该部分舱位仅可通过购买本产品才可积分。
2.航班日期2026年3月29日（含）起：H/K/L/M/X/V/N/A/U/T舱，其中H/K/L/M/X/V/N为可累计积分舱位；A/U/T舱位为不可累计积分舱位，该部分舱位仅可通过购买本产品才可积分。",有效,,
FU福州,,,,120,固定值,,,30,,FJFB,BSP/GP,KMG319/KMG279/CTU152,,有效,,
FU福州,,,,240,固定值,,,50,,FJFC,BSP/GP,KMG319/KMG279/CTU152,,有效,,
FU福州,,,,360,固定值,,,70,,FJFD,BSP/GP,KMG319/KMG279/CTU152,,有效,,
FU福州,机+接送车,所有航线,H/K/L/M/X/V/N/A/U/T,,,,,,,XXXTD（XXX为城市三字码）,BSP/GP,,"由于不同区域车辆成本有差异，产品价格及代理费以实际政策呈报为准。产品服务内容及保障流程
㈠ 服务内容
航班接机或送机服务。
㈡ 服务流程
1.销售
合作渠道需根据采购资源的特性制定产品详细介绍和使用注意事项说明，包含但不限于服务内容、使用限制条件、后续票务处理等内容。并在客票销售前详细告知旅客，旅客无异议后方可出票。
2.用车
⑴ 客票出票后销售渠道需根据旅客需求按时按质进行附加权益预订或安排。预订成功后及时通知旅客并再次告知使用方式及注意事项，并保存相关告知证据。
⑵ 在旅客使用服务权益流程中，合作渠道需全程提供保障，如接送机前的再次提示告知；使用过程中的各类突发事件的处理；是否安全抵达目的地的问候关注。
⑶ 接送机车辆运行的路线和时间应依旅客起飞及到达时间进行合理设定。如旅客根据实际需要提出调整接送机运行线路或接送机时间，应满足旅客要求。",有效,,
FU福州,优享行李,所有航线,V/N/A/U/T舱,,,,,,,,BSP/GP,,旅客通过福州航空客票销售渠道购买福州航空“优享行李”溢价产品，乘机时享受20KG免费行李额度,有效,,
FU福州,6、海天无限,所有航线,下浮比例（淡季）,下浮比例（旺季：国庆/暑运）,固定值,,,10,,GHLC,BSP/GP,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,
FU福州,6、海天无限,所有航线,Y,0,固定值,,,0,,GHLC,BSP/GP,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,
FU福州,6、海天无限,所有航线,H/K,0.05,固定值,,,0.03,,GHLC,BSP/GP,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,
FU福州,6、海天无限,所有航线,L/M/X,0.07,固定值,,,0.05,,GHLC,BSP/GP,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,
FU福州,6、海天无限,所有航线,V/N/Q,0.1,固定值,,,0.07,,GHLC,BSP/GP,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,
FU福州,6、海天无限,所有航线,A/U/T/Z/P,0.1,固定值,,,0.07,,GHLC,BSP/GP,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",有效,,
